,Des'n,H_x,G,Epoch,M,Peri.,Node,Incl.,e,n,a,propa,da,prope,de,propsini,dsini,g,s,H_y,NumOpps
521,00529,10.0,0.15,K239D,69.63724,332.0361,64.98672,11.01805,0.0931031,0.18817703,3.0159558,3.017611,1.3e-06,0.074091,0.00073,0.175041,0.0003,74.165325,-72.467999,10.0,52
522,00530,9.39,0.15,K239D,183.16572,199.57047,129.11081,8.56322,0.2174991,0.17305253,3.1892171,3.209823,0.00041,0.184361,0.00026,0.125759,0.00039,285.416292,-130.081257,9.39,63
523,00531,12.09,0.15,K239D,210.59056,57.6717,197.67041,34.03256,0.1991104,0.21237044,2.7823174,2.786321,0.00011,0.255334,7.5e-05,0.544675,1.9e-05,-3.352676,-44.739033,12.09,30
524,00532,5.92,0.15,K239D,325.43986,76.72643,107.41999,16.29826,0.1796175,0.21384542,2.7695088,2.771872,3.6e-06,0.204067,1.4e-05,0.273044,6e-06,41.875219,-61.655867,5.92,83
525,00533,9.87,0.15,K239D,72.22748,31.90854,180.29499,6.55661,0.044023,0.19170125,2.9788783,2.980516,7.2e-06,0.077179,4e-06,0.113315,9.1e-06,78.235387,-73.472914,9.87,63
526,00534,9.72,0.15,K239D,267.53167,338.17541,94.07988,3.27535,0.0596887,0.2014102,2.8823612,2.884204,6.7e-07,0.052952,4.3e-06,0.036886,2.7e-06,72.668116,-67.13371,9.72,58
527,00535,9.62,0.15,K239D,64.00076,67.90244,84.75607,6.77285,0.0257516,0.23927983,2.5695988,2.569227,2.5e-08,0.055366,0.00017,0.099118,6.2e-05,50.099199,-47.694519,9.62,63
528,00536,8.15,0.15,K239D,333.77073,296.13317,59.19902,19.43297,0.0875966,0.15088583,3.4943822,3.499467,4e-06,0.037596,3.8e-05,0.3173,7.1e-07,56.547162,-96.101573,8.15,58
529,00537,8.83,0.15,K239D,51.57584,187.81573,120.1238,9.87116,0.2299,0.18265843,3.0764007,3.067647,2.5e-05,0.226194,0.00023,0.141925,2.9e-06,96.158043,-107.927721,8.83,54
530,00538,9.64,0.15,K239D,12.2548,227.40248,141.13774,6.51871,0.1720035,0.17543647,3.1602599,3.165164,8.5e-06,0.133468,1.9e-06,0.097734,1.2e-06,148.156971,-98.741257,9.64,60
531,00539,10.26,0.15,K239D,62.47658,97.19259,274.21264,6.79983,0.2139664,0.21767727,2.7369109,2.738882,1.7e-07,0.164928,9.9e-05,0.14386,1.4e-05,55.232616,-62.733635,10.26,57
532,00540,10.79,0.15,K239D,140.80685,337.4129,202.10548,5.58318,0.0903032,0.29828964,2.2184208,2.218942,3.7e-05,0.145808,0.00033,0.102708,0.00058,32.461114,-36.039239,10.79,52
533,00541,10.32,0.15,K239D,126.37729,1.60087,267.42136,6.00595,0.0510022,0.20825933,2.8188139,2.814308,5.6e-07,0.070806,3.7e-05,0.123212,2.4e-05,61.693289,-61.146586,10.32,52
534,00542,9.44,0.15,K239D,354.0257,216.87875,152.94484,12.07539,0.1428326,0.1989997,2.9055907,2.905904,1.5e-05,0.106412,1.9e-05,0.196399,4.6e-06,60.197005,-65.898822,9.44,51
535,00543,9.52,0.15,K239D,51.36659,108.34454,294.82641,8.46113,0.1514263,0.18415961,3.0596597,3.061899,2e-06,0.124979,8e-05,0.172019,5.6e-05,82.891006,-81.4238,9.52,59
536,00544,10.08,0.15,K239D,260.06928,342.97573,298.29105,8.36849,0.1527551,0.2361929,2.5919393,2.591706,2.7e-07,0.149901,1.1e-05,0.158991,1.5e-05,47.446111,-51.976632,10.08,48
537,00545,8.85,0.15,K239D,31.96375,331.38824,333.59379,11.20499,0.1700086,0.1721458,3.2004062,3.184356,8.3e-06,0.181075,1.1e-05,0.203568,2.8e-06,154.733726,-104.593802,8.85,55
538,00546,9.79,0.15,K239D,39.96228,110.27081,21.58667,14.86946,0.1156643,0.23546934,2.5972463,2.597874,2.6e-08,0.151647,0.00012,0.253766,7.2e-05,38.745985,-48.794473,9.79,49
539,00547,10.03,0.15,K239D,269.69365,196.62152,193.05592,16.86351,0.235812,0.21338618,2.773481,2.773047,9.8e-07,0.224273,0.00056,0.275802,0.00049,41.751957,-64.026801,10.03,52
540,00548,11.41,0.15,K239D,151.42652,320.346,108.39869,3.87105,0.1842563,0.28578997,2.2826433,2.282177,7.4e-06,0.19603,0.0024,0.062347,0.0028,35.600145,-40.920288,11.41,49
541,00549,10.97,0.15,K239D,352.71794,157.74318,291.2785,3.95414,0.2564221,0.22391939,2.6858077,2.683994,0.0001,0.259156,1.9e-05,0.083904,3.3e-05,57.210407,-73.190813,10.97,41
542,00550,9.39,0.15,K239D,273.02181,45.18171,270.66527,10.10552,0.2223968,0.2365626,2.5892381,2.590141,9e-07,0.191874,0.00012,0.192423,0.00012,45.102027,-54.107148,9.39,58
543,00551,9.85,0.15,K239D,85.11461,70.68149,5.71834,0.3946,0.1187898,0.19272943,2.9682742,2.966717,1.9e-05,0.113116,2e-06,0.022046,2.3e-06,83.980235,-78.467328,9.85,64
544,00552,9.67,0.15,K239D,255.87111,346.07925,266.86361,7.69249,0.0897354,0.17640216,3.1487157,3.154642,2.7e-05,0.10078,2.5e-05,0.153269,6.3e-07,122.938649,-86.689987,9.67,52
545,00553,12.43,0.15,K239D,239.56019,354.98678,72.33689,5.38678,0.1099166,0.29587576,2.2304704,2.230829,3.1e-06,0.128772,0.00051,0.084643,0.00064,33.293105,-35.955985,12.43,34
546,00554,9.32,0.15,K239D,195.33779,127.794,295.36126,2.93477,0.1522557,0.26926411,2.37511,2.374683,1.6e-06,0.149267,0.00016,0.064939,2.8e-05,38.833131,-42.632345,9.32,64
547,00555,10.96,0.15,K239D,359.78609,1.06194,130.18876,2.66835,0.1549904,0.17399185,3.1777284,3.168067,0.00011,0.186761,0.0028,0.029037,9e-05,171.467272,-120.867067,10.96,52
548,00556,9.55,0.15,K239D,243.33018,177.6293,286.02343,5.24659,0.1045686,0.25488278,2.4636313,2.465423,9.8e-07,0.119296,7.3e-06,0.105658,2.8e-05,41.28922,-44.828576,9.55,55
549,00557,12.17,0.15,K239D,29.93902,196.33634,292.65887,2.48393,0.098497,0.25817381,2.4426501,2.441957,2e-06,0.129066,6.2e-05,0.058067,1e-05,41.447713,-44.778776,12.17,49
550,00558,9.09,0.15,K239D,10.74613,314.42981,143.64424,8.37475,0.0382827,0.198886,2.906698,2.907916,9.3e-07,0.056373,0.0021,0.132605,0.0009,67.972434,-66.365497,9.09,61
551,00559,9.58,0.15,K239D,141.28602,130.50924,111.97271,9.29682,0.0650028,0.22034801,2.7147507,2.711679,6.2e-07,0.110728,0.0083,0.145,0.00014,53.244416,-55.767914,9.58,56
552,00560,10.96,0.15,K239D,27.36222,5.28685,105.16833,8.44591,0.1575177,0.21590516,2.7518665,2.751911,0.00043,0.175256,0.00032,0.12628,0.00045,57.341757,-65.320762,10.96,47
553,00561,11.49,0.15,K239D,57.24102,318.34414,159.14053,1.54931,0.1227336,0.1745711,3.1706951,3.168192,0.00021,0.138274,0.0026,0.025549,2.9e-05,160.386856,-102.032078,11.49,41
554,00562,10.04,0.15,K239D,83.59833,262.60128,70.45216,11.11696,0.1034928,0.18797643,3.0181011,3.019012,7.8e-07,0.07229,0.00058,0.176958,0.00024,74.180617,-72.184658,10.04,47
555,00563,8.45,0.15,K239D,318.3768,336.71604,85.16442,10.24465,0.2368329,0.22068039,2.7120241,2.71308,2.6e-05,0.214313,0.00025,0.151423,0.00014,53.959865,-66.371843,8.45,57
556,00564,10.49,0.15,K239D,309.8431,214.91062,70.73624,17.98302,0.2763905,0.21637729,2.7478621,2.753191,0.001,0.262271,0.0015,0.272438,0.002,41.292525,-68.05002,10.49,39
557,00565,10.88,0.15,K239D,63.36451,292.28052,225.66138,10.99396,0.1313931,0.2581334,2.442905,2.443209,6.9e-07,0.168691,0.0003,0.20596,0.00012,35.517768,-44.145173,10.88,43
558,00566,8.24,0.15,K239D,228.5431,299.99737,79.51776,4.89432,0.1204926,0.15873637,3.378198,3.38774,0.00019,0.067763,0.00041,0.065435,2e-05,223.340459,-142.409115,8.24,68
559,00567,9.17,0.15,K239D,162.54478,133.9268,58.23265,9.25583,0.0885419,0.17755713,3.1350464,3.13486,4.5e-06,0.122649,4.1e-06,0.144895,5.4e-07,112.970709,-89.515091,9.17,55
560,00568,9.76,0.15,K239D,328.87858,173.62757,249.73926,18.3983,0.1689643,0.20133051,2.8831218,2.883598,1.6e-06,0.188115,6.8e-05,0.319389,5.5e-06,38.638463,-62.890222,9.76,53
561,00569,10.07,0.15,K239D,3.94029,142.40882,301.49223,1.28779,0.1790385,0.22740907,2.6582604,2.657659,1.9e-07,0.177602,3.7e-05,0.039827,4.8e-05,56.22288,-61.020147,10.07,59
562,00570,8.95,0.15,K239D,163.76608,162.05838,223.28926,1.81682,0.1187395,0.1556684,3.4224392,3.428973,2.6e-05,0.069007,6.7e-06,0.047189,3.4e-06,191.854881,-147.005932,8.95,68
563,00571,11.83,0.15,K239D,170.42408,27.50985,3.13643,5.228,0.2430213,0.26335636,2.4104984,2.410088,6.3e-06,0.214434,0.0003,0.089747,0.00017,40.259812,-48.088216,11.83,38
564,00572,10.96,0.15,K239D,241.61609,192.2513,194.46278,10.57667,0.1566238,0.26494343,2.4008624,2.400706,1.1e-07,0.135893,6.2e-05,0.185312,7.5e-06,34.883764,-41.241284,10.96,47
565,00573,9.56,0.15,K239D,184.26323,30.01667,342.65849,9.82813,0.10989,0.1881737,3.0159915,3.013758,9.1e-07,0.079242,0.00011,0.178831,5.3e-05,73.177929,-72.241202,9.56,53
566,00574,12.43,0.15,K239D,287.29812,77.15995,336.63643,5.68505,0.2391497,0.29159743,2.2522344,2.212046,0.0042,0.201712,0.0058,0.107819,0.0017,32.195487,-38.759278,12.43,37
567,00575,10.99,0.15,K239D,347.84172,334.14199,349.59446,15.00384,0.1266834,0.24139706,2.5545519,2.554729,1.4e-06,0.089953,1.7e-05,0.259621,1.1e-05,37.875797,-43.569692,10.99,41
568,00576,9.54,0.15,K239D,323.15107,27.42037,299.57614,10.20221,0.1917569,0.19076784,2.9885872,2.986112,2.1e-05,0.174042,0.00037,0.189806,0.00022,70.104082,-80.815937,9.54,45
569,00577,9.51,0.15,K239D,213.30025,329.83438,328.49654,5.30021,0.154075,0.17957029,3.111571,3.11769,7.3e-06,0.142049,6.6e-06,0.105231,3.6e-06,112.991399,-94.817442,9.51,60
570,00578,9.59,0.15,K239D,41.85494,261.60031,29.37011,6.14949,0.1919542,0.21601646,2.7509213,2.751719,0.00014,0.182601,0.00058,0.104328,0.0006,59.265687,-67.144351,9.59,57
571,00579,8.06,0.15,K239D,290.7865,229.04684,82.62319,11.01622,0.0768804,0.18838286,3.0137586,3.012544,7.1e-05,0.070971,0.00021,0.173461,6e-05,73.688399,-72.026951,8.06,66
572,00580,10.46,0.15,K239D,122.22514,338.90859,98.89996,3.67048,0.0877277,0.16981073,3.2296786,3.219093,3.1e-06,0.095621,2.3e-05,0.042325,2.4e-06,304.789893,-96.993037,10.46,49
573,00581,10.06,0.15,K239D,113.55403,24.78596,102.42834,21.89328,0.0346781,0.17113005,3.2130577,3.214069,1.4e-05,0.037119,7.5e-05,0.353786,1.5e-06,143.453856,-60.669448,10.06,43
574,00582,9.02,0.15,K239D,335.35028,310.08892,155.67361,30.00444,0.2203308,0.23343799,2.6122918,2.611173,2.9e-06,0.228171,0.00045,0.485065,5.5e-05,7.183483,-41.613981,9.02,49
575,00583,9.39,0.15,K239D,182.92307,251.85482,257.83972,8.24491,0.1598163,0.17457566,3.1706399,3.182275,9.4e-05,0.167221,5.7e-05,0.169245,1.6e-05,160.585463,-104.290828,9.39,54
576,00584,8.52,0.15,K239D,146.97276,85.33568,282.00725,10.71901,0.2335634,0.26949609,2.3737469,2.373702,1.6e-06,0.177992,9.3e-05,0.211135,0.00074,32.787723,-41.725748,8.52,58
577,00585,10.52,0.15,K239D,15.39775,330.14539,180.18611,7.58145,0.1286406,0.26011224,2.4304994,2.429735,2.8e-05,0.168404,6.4e-05,0.132767,2.5e-05,39.005576,-45.257594,10.52,50
578,00586,9.58,0.15,K239D,79.01318,253.24543,228.30368,1.62763,0.0648268,0.18579824,3.0416436,3.04102,1.8e-05,0.082839,1.4e-05,0.04515,4.5e-07,93.724256,-81.130321,9.58,62
579,00587,11.97,0.15,K239D,332.79178,189.14096,324.51127,24.96287,0.1660615,0.27614795,2.3354729,2.33514,6.2e-06,0.220305,6.9e-05,0.404837,6.7e-05,15.96371,-35.726471,11.97,31
580,00589,9.35,0.15,K239D,187.71245,228.64999,177.4435,10.79663,0.0403268,0.1774958,3.1357685,3.133229,1.9e-05,0.026218,1.9e-05,0.185163,7.3e-07,99.804538,-76.193543,9.35,56
581,00590,10.1,0.15,K239D,302.35854,337.52965,106.07636,11.16727,0.0800684,0.18946999,3.0022194,3.000637,1.9e-06,0.081843,2.9e-05,0.173285,1.4e-05,72.497115,-71.908231,10.1,37
582,00591,10.69,0.15,K239D,265.57873,218.73442,334.09133,12.45031,0.2095311,0.22493254,2.6777366,2.680203,0.00028,0.247314,4.7e-05,0.226672,9.9e-05,44.727301,-64.177145,10.69,42
583,00592,9.72,0.15,K239D,219.40709,257.51969,167.80654,10.17584,0.1345434,0.18767233,3.0213605,3.022617,3.8e-07,0.116985,0.00077,0.174557,0.00011,75.944115,-77.069632,9.72,49
584,00593,9.39,0.15,K239D,224.861,30.81139,75.93839,16.90562,0.2174083,0.22249293,2.697275,2.698305,0.00011,0.244032,7.5e-05,0.268992,2.5e-05,40.664939,-62.082747,9.39,52
585,00594,12.2,0.15,K239D,179.66079,77.01501,154.95766,32.5234,0.354627,0.23130983,2.6282903,2.628422,4.7e-06,0.252541,0.00015,0.576428,5.2e-05,-6.219494,-38.08856,12.2,34
586,00595,8.01,0.15,K239D,78.94357,281.23533,23.86627,17.8263,0.0665682,0.17091809,3.2157135,3.203073,1.3e-05,0.064771,0.00014,0.302463,7.9e-06,137.099873,-68.529328,8.01,55
587,00596,8.97,0.15,K239D,93.3505,175.72732,70.5707,14.65916,0.1622611,0.19660787,2.9291085,2.92953,9.2e-05,0.197543,0.00015,0.225949,1.9e-05,58.722067,-76.239965,8.97,50
588,00597,9.4,0.15,K239D,204.67575,307.22622,36.4555,12.79959,0.1439579,0.22560372,2.6724231,2.671997,8.1e-07,0.105054,2.3e-05,0.212263,7.1e-06,45.037582,-51.418896,9.4,48
589,00598,9.72,0.15,K239D,2.26202,292.09637,91.491,12.23017,0.2514777,0.21484902,2.7608774,2.761271,0.00013,0.268713,0.0042,0.202882,0.00029,52.744682,-70.213074,9.72,58
590,00599,8.76,0.15,K239D,67.04505,294.2571,44.13941,16.71762,0.2930596,0.21359221,2.7716972,2.772507,4.5e-05,0.234653,2.6e-05,0.288529,6.8e-06,40.083344,-64.228507,8.76,52
591,00600,10.32,0.15,K239D,19.99235,112.94788,139.20938,10.20345,0.0549459,0.22723796,2.6595947,2.659911,2.5e-08,0.067983,7e-05,0.166113,6.2e-05,48.846349,-50.923219,10.32,53
592,00601,9.7,0.15,K239D,6.27177,160.78471,169.54349,16.1493,0.1044333,0.17777582,3.1324748,3.130965,5.6e-05,0.096606,0.00079,0.270621,1e-05,77.239086,-72.65354,9.7,43
593,00602,8.72,0.15,K239D,349.10711,45.85087,331.47333,15.11032,0.2516674,0.18209839,3.082705,3.087993,1.7e-06,0.211311,5.2e-06,0.273863,1e-05,67.097905,-87.392105,8.72,56
594,00603,11.9,0.15,K239D,359.05405,161.12287,343.37124,8.02658,0.1732034,0.24373532,2.5381877,2.542526,4.6e-05,0.198362,0.0014,0.139572,0.00073,53.044571,-52.248524,11.9,32
595,00604,9.63,0.15,K239D,89.9728,28.70027,11.82535,4.41831,0.1925413,0.1759941,3.1535809,3.151959,6.4e-05,0.167304,1.7e-05,0.079417,1.5e-06,142.360357,-108.085461,9.63,60
596,00605,10.06,0.15,K239D,225.36379,15.42521,342.64458,19.6332,0.1363779,0.18941179,3.0028344,3.000285,3.3e-06,0.119459,6.4e-05,0.334803,2.5e-05,39.375384,-61.112224,10.06,42
597,00606,10.41,0.15,K239D,30.46389,58.2787,318.43392,8.59792,0.2213872,0.23689019,2.5868505,2.587345,4.5e-05,0.17919,4.7e-05,0.167346,1.7e-05,47.019894,-53.774655,10.41,44
598,00607,9.96,0.15,K239D,246.10872,292.40937,284.98737,10.09219,0.0771844,0.20475414,2.850893,2.852174,1.3e-07,0.109749,7.3e-06,0.196526,2.7e-06,57.241467,-62.689302,9.96,53
599,00608,10.91,0.15,K239D,88.94189,69.87064,293.73113,9.36941,0.1243011,0.18771746,3.0208762,3.02442,4.7e-07,0.083435,3.8e-05,0.184529,1e-05,73.718201,-72.889718,10.91,41
600,00609,10.48,0.15,K239D,292.19553,108.46331,165.17511,4.18714,0.0386705,0.18168007,3.0874353,3.087402,1.5e-06,0.04859,2.7e-05,0.067939,1.3e-05,102.450898,-81.334698,10.48,54
601,00610,12.56,0.15,K239D,206.40191,1.69437,20.06757,12.60085,0.2520089,0.18094569,3.0957833,3.085063,0.00029,0.23625,0.00015,0.199883,1.2e-05,88.044487,-105.797294,12.56,29
602,00611,9.52,0.15,K239D,210.73839,256.50069,189.38671,13.44738,0.1237825,0.191908,2.9767384,2.978921,4.9e-07,0.112196,4.6e-05,0.237689,2.1e-05,59.064732,-68.141193,9.52,44
603,00612,10.94,0.15,K239D,359.77776,122.63689,202.8588,20.95875,0.2591238,0.17614366,3.1517956,3.144111,2.2e-05,0.219582,0.0089,0.374546,0.00065,52.123675,-69.722901,10.94,33
604,00613,9.9,0.15,K239D,124.31058,66.23264,354.51972,7.66981,0.0564297,0.19740826,2.9211858,2.920277,4.3e-07,0.050162,0.00026,0.140644,9e-05,68.243757,-66.476216,9.9,52
605,00614,11.08,0.15,K239D,125.51259,210.06267,217.05122,7.02012,0.1084639,0.2227984,2.6948091,2.694051,2e-06,0.085384,7.4e-05,0.133032,0.00011,53.191938,-54.493364,11.08,46
606,00615,10.52,0.15,K239D,258.62444,246.73417,13.39716,2.76297,0.1106142,0.23093344,2.6311453,2.631351,8.7e-07,0.132376,0.00017,0.048296,0.00062,54.329332,-55.379189,10.52,57
607,00616,10.63,0.15,K239D,165.14356,109.13502,355.97661,14.95812,0.0603526,0.24164418,2.55281,2.552559,5.1e-07,0.096091,4.4e-05,0.259815,2.3e-06,38.009742,-43.705583,10.63,39
608,00618,8.6,0.15,K239D,229.71997,230.06587,110.82509,17.05184,0.0690644,0.17280475,3.192265,3.188934,8.6e-07,0.059161,1.1e-06,0.273511,6.7e-07,121.40656,-71.245664,8.6,54
609,00619,9.91,0.15,K239D,110.42669,177.3404,187.44507,13.80817,0.0750885,0.24648048,2.5193066,2.519669,0.00013,0.034684,0.0013,0.240618,0.00015,44.566276,-41.031883,9.91,50
610,00620,11.03,0.15,K239D,322.29163,336.53204,359.93367,7.73636,0.1342345,0.2593136,2.4354872,2.435458,4e-07,0.100269,2.5e-05,0.13283,4.4e-06,38.354166,-42.330341,11.03,38
611,00621,11.19,0.15,K239D,38.10331,36.77508,66.64328,2.29782,0.1363931,0.17844405,3.1246497,3.119305,9.1e-06,0.15011,8.2e-07,0.025372,8.4e-06,122.704095,-100.598167,11.19,48
612,00622,10.37,0.15,K239D,56.52018,256.91198,141.90071,8.63651,0.2435034,0.26281785,2.4137899,2.414613,0.00015,0.214794,0.00056,0.142974,0.0012,38.375325,-47.464332,10.37,50
613,00623,10.78,0.15,K239D,129.28346,124.82394,308.29338,14.12266,0.1113781,0.25513625,2.4619994,2.460347,9e-06,0.145102,0.00024,0.254587,2.4e-05,32.385789,-42.121387,10.78,39
614,00625,10.01,0.15,K239D,209.77809,200.51545,127.52705,12.07692,0.2276152,0.22905051,2.6455454,2.64649,4e-05,0.199169,5.1e-05,0.183984,1.2e-05,47.374141,-58.47759,10.01,44
615,00626,9.22,0.15,K239D,177.87171,43.53817,341.58809,25.37415,0.2418726,0.2385402,2.5749077,2.573753,3.5e-05,0.168968,0.083,0.425735,0.00026,104.868814,-43.751166,9.22,49
616,00627,9.91,0.15,K239D,36.32414,178.33966,142.45529,6.47256,0.0591427,0.19950254,2.9007064,2.899668,0.0001,0.047745,0.00042,0.09993,6e-05,70.476923,-66.540146,9.91,48
617,00628,9.31,0.15,K239D,225.17634,205.17419,112.08697,11.52244,0.0431694,0.23757505,2.5818767,2.581779,4.3e-07,0.027716,0.00069,0.184033,0.0001,44.687821,-45.725777,9.31,52
618,00629,10.14,0.15,K239D,30.56281,38.35224,86.33376,9.23487,0.1602109,0.17793718,3.1305808,3.129269,0.00039,0.178935,0.00048,0.141752,0.0009,115.351104,-102.366853,10.14,44
619,00630,11.24,0.15,K239D,157.08526,39.57288,105.35578,13.86775,0.1126651,0.23202152,2.6229129,2.622604,0.0002,0.151562,3.8e-05,0.223258,0.00024,42.348972,-51.339904,11.24,39
620,00631,8.68,0.15,K239D,45.28883,279.37653,224.53738,18.90036,0.0843994,0.21117158,2.7928379,2.792523,9.2e-06,0.157671,0.00016,0.340216,0.00014,31.571466,-57.37002,8.68,50
621,00632,11.46,0.15,K239D,263.67277,252.57331,356.44243,2.21572,0.1913908,0.22689925,2.6622408,2.662515,4.9e-06,0.214889,7.2e-05,0.050104,0.00047,56.633826,-65.56219,11.46,45
622,00633,10.03,0.15,K239D,340.8987,190.84896,147.26535,10.90389,0.0840758,0.18807251,3.0170731,3.017174,5.3e-07,0.068767,0.00067,0.177677,0.00026,73.586655,-71.895,10.03,48
623,00634,9.96,0.15,K239D,217.52301,220.95065,133.18999,12.28909,0.1810334,0.18497291,3.0506845,3.047263,8.6e-07,0.154475,9.8e-05,0.193238,2.3e-06,77.17461,-82.633054,9.96,45
624,00635,9.34,0.15,K239D,175.99186,228.46192,182.85738,11.00647,0.0785265,0.17685482,3.1433406,3.139001,3.8e-05,0.065025,4.4e-05,0.190625,3.2e-06,102.101407,-78.270824,9.34,53
625,00636,9.76,0.15,K239D,336.92221,298.90592,34.56995,7.93009,0.1693247,0.19842169,2.9112307,2.909673,1.3e-05,0.14205,0.00056,0.131327,4.8e-05,69.685781,-73.539438,9.76,46
626,00637,11.59,0.15,K239D,250.0572,178.8477,352.12868,0.23846,0.1185504,0.17335536,3.1855018,3.163324,1.7e-05,0.165731,1.2e-05,0.02386,4.1e-07,160.466734,-112.2032,11.59,45
627,00638,10.15,0.15,K239D,261.32381,128.6154,103.09642,7.70886,0.1619537,0.21822095,2.7323632,2.734366,2.8e-05,0.190619,3.9e-05,0.116387,8.1e-05,57.427528,-66.359376,10.15,53
628,00639,8.39,0.15,K239D,22.80414,70.9119,279.76921,8.55419,0.1088147,0.18793915,3.0185002,3.016201,0.00019,0.070621,0.00055,0.169162,0.00026,74.926627,-72.471394,8.39,62
629,00640,9.4,0.15,K239D,294.35241,29.07006,234.86781,13.37041,0.0786181,0.17535666,3.1612187,3.163337,1.5e-06,0.08851,1.8e-05,0.244274,5.1e-06,103.71317,-76.483183,9.4,48
630,00641,12.46,0.15,K239D,330.54492,18.04919,40.97475,1.70947,0.1289109,0.29791177,2.2202963,2.219921,1.8e-06,0.133176,0.0001,0.01986,0.00057,33.780811,-36.018227,12.46,40
631,00642,10.14,0.15,K239D,34.49566,120.91687,5.26913,8.16853,0.1283143,0.17334578,3.1856192,3.18236,1.1e-05,0.146951,6.9e-05,0.144621,4.4e-06,164.379823,-100.724304,10.14,49
632,00643,9.94,0.15,K239D,220.4011,228.95234,252.15773,13.77238,0.0567677,0.16012036,3.3587036,3.353606,5.6e-05,0.084595,0.0005,0.257337,0.0002,200.665562,-111.280723,9.94,46
633,00644,10.81,0.15,K239D,248.43244,269.06417,109.98352,1.04113,0.1537607,0.23513236,2.5997272,2.599304,1.8e-06,0.107618,0.007,0.004502,0.0011,53.502749,-52.790667,10.81,50
634,00645,10.04,0.15,K239D,42.66436,88.79932,359.22827,7.06971,0.139057,0.17112333,3.2131419,3.19732,1.7e-05,0.152052,7.8e-06,0.131111,7.2e-07,206.195899,-106.986896,10.04,52
635,00646,12.71,0.15,K239D,269.28769,38.09753,302.78472,6.90015,0.212796,0.2779363,2.3254439,2.324848,2.1e-07,0.159825,0.002,0.127667,0.0013,35.27824,-40.241112,12.71,31
636,00647,11.22,0.15,K239D,86.17075,175.66768,254.55913,7.32404,0.1929302,0.25816052,2.4427339,2.442754,7e-06,0.194529,5.7e-05,0.138215,0.00013,40.036335,-47.474142,11.22,35
637,00648,9.64,0.15,K239D,52.00503,180.8316,290.79283,9.87363,0.2026754,0.17255493,3.1953454,3.186612,0.00025,0.225944,3.6e-05,0.181793,2.2e-05,184.849931,-131.866554,9.64,47
638,00649,12.95,0.15,K239D,184.76499,349.47009,357.00776,12.71819,0.2787571,0.24251285,2.5467103,2.548849,0.00015,0.240423,1.4e-05,0.206125,0.00012,46.934667,-56.562491,12.95,32
639,00650,12.7,0.15,K239D,29.10535,178.73754,215.49433,2.56512,0.1848196,0.25578981,2.4578039,2.458188,3.1e-06,0.161601,9.6e-06,0.055387,4.9e-06,43.492316,-47.3425,12.7,37
640,00651,10.18,0.15,K239D,22.485,352.7607,37.9531,10.76611,0.1014946,0.18738551,3.0244429,3.024416,1.4e-06,0.076773,0.00047,0.178167,0.00019,74.560087,-72.966945,10.18,45
641,00652,11.05,0.15,K239D,171.8007,276.66043,86.14107,15.73249,0.1263183,0.24125341,2.5555658,2.555275,9e-06,0.071835,5.6e-05,0.258011,3.6e-05,37.870025,-43.053599,11.05,36
642,00653,9.39,0.15,K239D,279.71784,61.40479,132.75582,11.28813,0.0443954,0.18854033,3.0120802,3.013982,5.6e-07,0.080414,9.5e-05,0.180574,3.6e-05,72.926922,-72.221218,9.39,52
643,00654,8.66,0.15,K239D,67.27206,214.58049,278.32707,18.09399,0.2310264,0.2830173,2.2975275,2.296962,4.4e-06,0.212214,0.00085,0.316547,0.00031,23.583181,-37.55265,8.66,61
644,00655,10.06,0.15,K239D,140.59404,281.80086,129.84271,6.51185,0.0838629,0.1905433,2.9909347,2.989061,4e-07,0.065122,3.9e-06,0.09708,1.6e-05,80.851273,-73.947912,10.06,54
645,00656,10.1,0.15,K239D,194.44332,330.37438,184.24919,0.51725,0.1324448,0.17634972,3.1493399,3.155967,5.7e-06,0.154649,3.2e-06,0.023503,3.4e-07,149.988538,-107.078502,10.1,60
646,00657,11.38,0.15,K239D,95.05694,244.54728,297.52556,10.2378,0.1132878,0.23365909,2.6106437,2.61068,4e-07,0.14929,6.1e-06,0.196947,1.6e-05,44.707308,-51.608835,11.38,47
647,00658,10.53,0.15,K239D,53.49429,58.64669,350.94319,1.50202,0.0621922,0.20451462,2.8531185,2.854256,1.7e-07,0.045227,5.3e-06,0.037099,1.8e-06,69.999862,-64.757656,10.53,60
648,00660,9.26,0.15,K239D,100.65419,106.37712,156.91664,15.19508,0.1073816,0.24422681,2.5347813,2.534493,1.5e-05,0.103194,0.00014,0.26036,1.5e-05,39.874311,-43.192089,9.26,53
649,00661,9.81,0.15,K239D,15.70622,183.42332,335.59054,9.24675,0.0383399,0.18823251,3.0153632,3.016008,0.0001,0.075951,0.00075,0.172909,0.00033,74.334829,-72.659076,9.81,52
650,00662,10.46,0.15,K239D,32.75732,165.65729,133.68887,4.12025,0.215819,0.24155515,2.5534372,2.553642,1.6e-05,0.203422,0.00029,0.056034,0.00016,54.477405,-56.987472,10.46,50
651,00663,9.19,0.15,K239D,249.4226,314.04462,232.29476,17.92259,0.1469932,0.18350438,3.0669387,3.062869,9.9e-07,0.180416,3.3e-05,0.320731,7.7e-06,49.302304,-73.016202,9.19,51
652,00664,9.99,0.15,K239D,115.94361,102.62043,170.78541,8.56161,0.235077,0.17245859,3.1965352,3.180975,0.00083,0.240354,0.00072,0.156597,3e-05,185.372128,-144.172141,9.99,45
