,Des'n,H_x,G,Epoch,M,Peri.,Node,Incl.,e,n,a,propa,da,prope,de,propsini,dsini,g,s,H_y,NumOpps
917,00935,12.86,0.15,K239D,14.00028,58.31048,346.3714,4.02097,0.1464772,0.29819389,2.2188957,2.218992,5.9e-05,0.141912,0.00022,0.074197,0.0003,33.055834,-36.192119,12.86,32
918,00936,10.59,0.15,K239D,221.94962,253.67062,62.14817,2.36562,0.174917,0.17762489,3.134249,3.138212,1.8e-05,0.153002,3.6e-05,0.02826,1.3e-05,134.309616,-103.823576,10.59,49
919,00937,11.92,0.15,K239D,344.62873,72.56373,243.52967,3.69602,0.2169223,0.29564162,2.2316479,2.231662,0.00013,0.162783,0.00019,0.076167,0.00089,33.485378,-37.359714,11.92,42
920,00938,11.37,0.15,K239D,118.08426,225.19427,119.04672,2.66941,0.1949655,0.17641815,3.1485254,3.160884,6.4e-05,0.157561,5.8e-05,0.02677,1.7e-05,155.646691,-108.789019,11.37,45
921,00939,12.1,0.15,K239D,229.80164,6.1559,327.05031,2.58294,0.1765427,0.29256943,2.2472433,2.246915,6.1e-06,0.128008,6.4e-05,0.050431,0.00053,34.401437,-36.708761,12.1,39
922,00940,9.46,0.15,K239D,232.22342,283.94232,66.28123,6.24126,0.1697894,0.15939482,3.3688881,3.378581,4.3e-05,0.123174,2.1e-05,0.093409,8.2e-06,245.10857,-162.556541,9.46,54
923,00941,11.51,0.15,K239D,54.6555,334.48634,52.26373,6.62823,0.1964541,0.21231795,2.7827759,2.784581,1.4e-06,0.160992,1.2e-05,0.098294,4.1e-06,61.882261,-67.276915,11.51,37
924,00942,11.06,0.15,K239D,108.02065,319.69978,71.1621,10.53902,0.1657462,0.17520784,3.1630085,3.161161,2.8e-06,0.143805,2.9e-06,0.16232,3.7e-06,130.190444,-94.983189,11.06,39
925,00943,9.79,0.15,K239D,165.7781,3.86923,113.74785,12.11095,0.2139872,0.17927029,3.1150415,3.12287,0.00016,0.229449,2.8e-05,0.178113,1.5e-05,107.404354,-113.598266,9.79,47
926,00945,10.03,0.15,K239D,353.51026,162.54492,318.23,32.84269,0.1605179,0.23012448,2.6373079,2.63734,8.6e-06,0.26209,0.001,0.512118,0.00012,3.656644,-43.972431,10.03,40
927,00946,10.63,0.15,K239D,245.69731,37.4438,69.65573,1.43131,0.14339,0.17919997,3.1158564,3.122985,7.2e-05,0.144421,5.8e-05,0.012343,5.8e-06,124.543393,-99.789095,10.63,48
928,00947,10.08,0.15,K239D,260.73043,339.34448,48.25815,6.69733,0.2476538,0.21577643,2.7529609,2.75184,8.1e-05,0.21415,0.00087,0.099409,0.00037,60.10196,-71.947911,10.08,52
929,00948,11.51,0.15,K239D,142.25672,162.91349,357.08141,8.65453,0.163263,0.18684918,3.0302276,3.028434,0.00073,0.243062,0.012,0.145872,0.0029,73.727708,-108.872185,11.51,34
930,00949,9.84,0.15,K239D,223.72551,251.10509,320.67434,10.63349,0.1991626,0.18979508,2.9987902,2.996843,0.00039,0.224781,0.00022,0.212368,0.00011,68.866003,-89.542754,9.84,47
931,00950,11.38,0.15,K239D,34.10073,348.65309,181.72775,23.5024,0.15944,0.26990778,2.3713325,2.371562,1.8e-06,0.189056,0.0026,0.392174,0.00045,17.306043,-36.003246,11.38,39
932,00951,11.47,0.15,K239D,173.10114,129.87931,252.99275,4.10553,0.1733432,0.29998278,2.2100656,2.209699,8.1e-07,0.147879,0.00015,0.087606,0.00043,32.529283,-35.921323,11.47,47
933,00952,9.54,0.15,K239D,256.28318,356.70231,18.39537,9.99238,0.2442945,0.19050481,2.9913375,2.986004,0.00017,0.216064,0.00019,0.158819,5.7e-05,77.546781,-92.11404,9.54,48
934,00953,10.41,0.15,K239D,297.8804,259.70676,36.37958,8.66013,0.1892062,0.21171458,2.7880605,2.788808,3.1e-07,0.172635,5.8e-05,0.147293,6e-05,58.45387,-67.001522,10.41,50
935,00954,10.19,0.15,K239D,138.3265,150.43227,163.22403,1.1728,0.1740333,0.17825852,3.1268174,3.137005,3.7e-06,0.150692,2.6e-06,0.023077,7.8e-07,133.399893,-103.124601,10.19,55
936,00955,10.93,0.15,K239D,186.96237,282.43944,351.42387,10.68913,0.2886417,0.23593798,2.5938059,2.593059,2.7e-05,0.27509,2.5e-05,0.207074,7.1e-06,44.745179,-63.074229,10.93,43
937,00956,12.18,0.15,K239D,115.70432,125.338,192.62143,5.96534,0.2052774,0.28305237,2.2973378,2.298094,4.9e-06,0.160931,0.0012,0.114311,0.00083,34.717303,-39.604212,12.18,37
938,00957,9.91,0.15,K239D,74.62995,226.2365,232.63386,14.76126,0.0817542,0.1974986,2.9202948,2.919341,4.1e-06,0.095194,4.4e-05,0.269673,2.9e-06,48.434138,-60.719391,9.91,43
939,00959,10.81,0.15,K239D,295.76934,333.67118,58.50062,4.49903,0.2224931,0.17428509,3.174163,3.18551,1.5e-05,0.18532,8.6e-06,0.060374,1.3e-06,202.999912,-125.413122,10.81,42
940,00960,12.55,0.15,K239D,114.56013,87.97626,249.09737,3.02761,0.1658633,0.29247898,2.2477065,2.248375,7.8e-08,0.115547,0.00014,0.06976,0.00026,34.134915,-36.246582,12.55,38
941,00961,11.6,0.15,K239D,89.15357,285.52187,26.59683,10.99318,0.0928533,0.2228141,2.6946825,2.692954,3.1e-07,0.067914,3e-05,0.185448,8.4e-06,48.555243,-51.920463,11.6,36
942,00962,11.48,0.15,K239D,224.19969,224.74778,145.43853,2.60468,0.0967801,0.19882847,2.9072586,2.9057,2.5e-07,0.062658,0.0002,0.035166,2.7e-06,74.935847,-69.158883,11.48,46
943,00963,12.31,0.15,K239D,57.94457,5.26271,62.41693,7.98495,0.1373397,0.29253173,2.2474363,2.247374,9.9e-05,0.153689,0.0006,0.12295,0.0007,32.784635,-37.186328,12.31,35
944,00964,10.89,0.15,K239D,32.62782,8.14403,30.60512,9.05573,0.1187744,0.18502163,3.050149,3.052374,8.7e-07,0.090397,4.1e-06,0.148893,1.9e-06,84.52569,-78.075868,10.89,37
945,00965,10.24,0.15,K239D,13.07785,47.04831,41.06916,21.43012,0.2766303,0.1753136,3.1617363,3.156606,4.5e-05,0.265202,1.7e-05,0.361076,1.3e-05,65.094826,-93.292089,10.24,36
946,00966,10.01,0.15,K239D,67.71581,178.07542,72.39466,14.41329,0.1300671,0.21996685,2.717886,2.719343,6.5e-07,0.152151,2.9e-05,0.226361,1.1e-05,45.537122,-56.41849,10.01,47
947,00967,12.25,0.15,K239D,330.65061,231.95904,82.33075,5.41169,0.1679297,0.29684783,2.2255984,2.225485,8.9e-08,0.115419,0.00021,0.081338,0.00014,33.150768,-35.382511,12.25,36
948,00968,10.2,0.15,K239D,259.52097,297.44019,208.76582,11.60926,0.1327604,0.20240104,2.8729466,2.867268,3.8e-07,0.165644,4.1e-05,0.212547,6.6e-06,56.638242,-68.177348,10.2,47
949,00969,12.82,0.15,K239D,145.78239,91.21905,287.71384,2.29029,0.2056299,0.25500913,2.4628175,2.462735,3.1e-06,0.17173,1.3e-05,0.059675,1e-05,44.494657,-48.202074,12.82,36
950,00970,12.31,0.15,K239D,306.35376,95.59084,310.74889,5.03373,0.272643,0.24084722,2.5584383,2.561176,8.9e-06,0.236669,0.00032,0.110495,0.00026,52.23139,-59.922128,12.31,39
951,00971,10.12,0.15,K239D,231.79134,6.39632,83.48083,13.79497,0.1634595,0.22990855,2.638959,2.640343,8.6e-08,0.178923,4.1e-06,0.214868,5.7e-06,44.007251,-54.783615,10.12,41
952,00972,9.73,0.15,K239D,54.48628,93.24583,281.43044,8.36961,0.2356643,0.18451526,3.0557268,3.062496,8.1e-06,0.187217,1.5e-05,0.175887,1.1e-05,84.968741,-92.393772,9.73,46
953,00973,10.25,0.15,K239D,269.80762,87.38788,348.44019,15.83162,0.1128968,0.17145089,3.2090481,3.223669,9.4e-05,0.077035,0.00023,0.280683,0.00018,229.987178,-72.123544,10.25,51
954,00974,10.7,0.15,K239D,181.06575,302.25993,86.63243,5.45266,0.1097067,0.24428542,2.5343758,2.53398,3.9e-05,0.055952,0.00044,0.078177,2.3e-06,52.247924,-46.370374,10.7,53
955,00975,10.63,0.15,K239D,180.6259,58.38195,38.66429,2.55525,0.0341604,0.20668028,2.833153,2.834138,5.7e-07,0.048483,6.6e-07,0.037779,5e-07,69.343713,-63.516745,10.63,52
956,00976,9.48,0.15,K239D,248.73056,321.58777,242.99133,7.72645,0.1095301,0.17284441,3.1917766,3.190243,1.2e-05,0.141548,5.2e-06,0.152604,3.8e-06,177.035251,-99.435601,9.48,52
957,00977,9.93,0.15,K239D,212.59033,70.47123,75.70623,15.17524,0.0248628,0.17905959,3.1174847,3.117846,7.1e-06,0.048009,1.7e-05,0.24417,5.1e-07,79.134148,-71.145271,9.93,44
958,00978,9.7,0.15,K239D,172.49215,132.73576,216.51798,21.60717,0.2309376,0.17179246,3.204793,3.213282,5.9e-05,0.203477,2.7e-05,0.37572,9.1e-06,152.428556,-87.402463,9.7,39
959,00979,9.89,0.15,K239D,333.85253,115.86684,230.58568,10.11561,0.1384682,0.17587281,3.1550306,3.152375,0.0001,0.114806,0.00011,0.193102,1.9e-05,111.986985,-84.943842,9.89,44
960,00980,7.96,0.15,K239D,163.02479,69.7379,285.7836,15.89555,0.2022207,0.21722704,2.7406914,2.741024,8.5e-07,0.140324,8.9e-06,0.297945,1.2e-05,36.506469,-52.607493,7.96,49
961,00981,11.18,0.15,K239D,166.56054,297.97154,45.99377,2.06277,0.2015713,0.18081347,3.0972923,3.101026,7e-06,0.167324,2e-06,0.027826,2.2e-06,115.886148,-102.709155,11.18,45
962,00982,10.11,0.15,K239D,255.58937,350.85748,299.15397,13.64787,0.2332156,0.183319,3.069006,3.076802,0.0018,0.272566,0.014,0.219906,0.0081,77.996364,-99.704772,10.11,41
963,00983,9.57,0.15,K239D,59.84516,348.43568,250.66709,14.86892,0.0907562,0.17556377,3.1587321,3.161233,1.3e-05,0.119444,6.5e-06,0.270196,2.5e-06,94.84615,-77.344171,9.57,47
964,00984,9.61,0.15,K239D,167.4554,55.20865,314.15839,9.09337,0.195365,0.20977634,2.8052078,2.804031,2.3e-06,0.152515,4.5e-05,0.176525,5.7e-06,56.823033,-64.383658,9.61,49
965,00985,12.84,0.15,K239D,354.4797,59.72799,290.2629,4.05701,0.2772882,0.28262897,2.2996316,2.29905,0.00047,0.229053,0.00012,0.08665,0.0021,35.764902,-43.733737,12.84,28
966,00986,9.43,0.15,K239D,64.62156,265.07574,92.50343,14.8155,0.2035358,0.17782519,3.131895,3.141647,0.00015,0.154195,0.00017,0.243406,3e-05,92.407421,-85.198585,9.43,41
967,00987,9.72,0.15,K239D,63.17129,16.00746,322.5694,8.90505,0.2378197,0.17729576,3.1381267,3.146043,0.0006,0.212397,0.00058,0.160687,0.00016,124.736707,-114.151464,9.72,49
968,00988,11.67,0.15,K239D,13.80898,336.85888,41.71689,1.57435,0.2379006,0.17686375,3.1432349,3.152605,0.00011,0.194515,7.8e-05,0.023284,6e-06,154.111091,-121.645294,11.67,36
969,00989,11.83,0.15,K239D,87.66445,165.55677,243.30486,14.69038,0.2496998,0.2271057,2.6606272,2.659512,9.4e-06,0.249051,1.1e-05,0.254624,5.9e-06,40.716519,-61.156196,11.83,33
970,00990,12.02,0.15,K239D,85.07041,9.28856,353.93372,8.78697,0.2179754,0.22627625,2.6671252,2.669102,1.8e-06,0.192444,0.0027,0.151144,0.00016,51.162987,-60.035373,12.02,42
971,00991,11.23,0.15,K239D,92.23882,254.01949,63.19377,2.06979,0.1615228,0.17714348,3.1399249,3.143715,6.8e-06,0.13989,1.7e-05,0.023115,6.9e-08,137.023057,-101.099245,11.23,44
972,00992,10.56,0.15,K239D,255.98911,348.70359,211.8622,10.89239,0.0897657,0.18746631,3.0235737,3.028934,5.2e-05,0.205496,0.01,0.177959,0.0047,79.16346,-94.695865,10.56,43
973,00993,11.48,0.15,K239D,323.15624,245.95161,184.22776,1.78193,0.0486513,0.2033134,2.8643454,2.861264,5e-07,0.045856,2.9e-07,0.036294,1.7e-07,70.585656,-65.265553,11.48,45
974,00994,10.26,0.15,K239D,188.6742,342.08092,2.31314,15.41743,0.1157356,0.24494939,2.5297939,2.530238,3.6e-05,0.070988,0.00019,0.261533,1.9e-05,39.746033,-41.779814,10.26,39
975,00995,10.2,0.15,K239D,192.43399,122.13203,221.66762,13.05265,0.1679936,0.23298255,2.6156951,2.615971,4.8e-05,0.119047,0.00048,0.240525,2.4e-05,40.310213,-48.293281,10.2,41
976,00996,11.22,0.15,K239D,206.7041,146.43925,347.36281,0.6587,0.1394744,0.18165993,3.0876634,3.093625,7.3e-06,0.15723,1.3e-05,0.027137,2e-06,112.192684,-99.108406,11.22,48
977,00997,12.57,0.15,K239D,344.17379,51.46576,247.06368,10.50623,0.1818571,0.22601945,2.669145,2.669846,2.3e-07,0.164997,4.3e-05,0.198271,3.6e-05,46.683333,-56.013773,12.57,31
978,00998,11.64,0.15,K239D,16.04893,71.97809,301.12895,15.50078,0.2148521,0.17893042,3.1189848,3.123918,7.8e-06,0.16176,2.2e-05,0.294254,1.2e-05,69.264994,-78.088759,11.64,31
979,00999,10.96,0.15,K239D,239.31193,127.88026,214.89914,9.75648,0.2161329,0.23332497,2.6131353,2.612515,2.4e-07,0.174507,6.6e-05,0.183531,6.5e-05,46.118194,-54.177956,10.96,48
980,01000,10.63,0.15,K239D,267.90966,280.45986,323.7167,20.58551,0.2580471,0.17464338,3.1698202,3.183417,3.1e-05,0.218783,0.0013,0.387586,9.8e-05,76.040398,-80.966256,10.63,39
981,01001,9.9,0.15,K239D,133.97513,146.03638,259.10583,9.31485,0.1222934,0.17124744,3.2115892,3.197839,6.9e-06,0.123533,4.4e-06,0.180801,6.4e-07,182.097827,-92.146411,9.9,52
982,01002,11.17,0.15,K239D,171.45881,354.90195,343.7131,10.77317,0.1539268,0.21187143,2.7866844,2.787909,1.2e-06,0.125315,0.0014,0.189526,8.1e-06,53.171057,-61.506413,11.17,44
983,01003,10.81,0.15,K239D,241.70671,316.76014,139.44373,1.84045,0.1603973,0.1773146,3.1379045,3.148351,2.4e-06,0.151186,2.5e-06,0.021726,2.1e-07,142.31881,-104.887385,10.81,53
984,01004,9.83,0.15,K239D,339.88405,214.96441,153.52821,2.97985,0.089514,0.15726459,3.399242,3.396583,7e-06,0.061547,4.3e-06,0.042693,8e-08,215.276678,-142.917108,9.83,59
985,01005,10.14,0.15,K239D,231.15553,60.76392,349.12991,19.06035,0.1196526,0.17505407,3.1648605,3.163729,8.7e-06,0.095137,4e-06,0.335151,1.2e-06,73.378032,-66.669211,10.14,38
986,01006,11.44,0.15,K239D,312.42757,86.3343,294.54386,10.92219,0.3586177,0.17722742,3.1389335,3.147899,0.00047,0.296697,0.0021,0.239959,0.00021,110.362041,-137.127142,11.44,38
987,01007,11.46,0.15,K239D,152.40108,76.8786,307.06828,2.54102,0.1092152,0.22113664,2.7082926,2.707522,4.2e-05,0.072931,0.00042,0.061065,0.00031,57.925644,-56.276272,11.46,46
988,01008,10.92,0.15,K239D,108.65649,15.80565,20.20911,8.932,0.0729878,0.1811766,3.0931523,3.092909,2.8e-07,0.052076,6.1e-07,0.151581,2.1e-07,92.595871,-77.628887,10.92,42
989,01009,14.21,0.15,K239D,160.52585,186.56809,229.27919,15.7165,0.452875,0.23116474,2.6293899,2.635112,0.0051,0.46364,0.0025,0.227561,0.0028,45.386459,-105.970925,14.21,27
990,01010,10.75,0.15,K239D,338.16295,279.7355,98.72479,3.90721,0.1051951,0.19651387,2.9300425,2.93102,7.1e-07,0.069791,0.0003,0.048292,2.2e-06,77.208984,-71.289899,10.75,53
991,01012,12.65,0.15,K239D,189.84007,25.63178,73.14945,4.02958,0.1362692,0.25253634,2.4788684,2.479217,8.5e-05,0.155879,0.00035,0.05806,0.00054,49.616439,-48.207092,12.65,37
992,01013,10.24,0.15,K239D,229.02424,99.49377,27.23064,11.9003,0.2090302,0.22429535,2.6828056,2.683038,3.3e-05,0.229628,0.00037,0.208656,0.00024,46.677119,-63.037725,10.24,39
993,01014,11.98,0.15,K239D,73.2649,234.59228,251.46437,2.26495,0.203837,0.21035702,2.800043,2.802629,0.00014,0.223496,5.2e-05,0.05959,0.00012,71.748415,-79.641076,11.98,41
994,01015,9.49,0.15,K239D,215.16387,286.85497,120.11944,9.44587,0.0889657,0.17170652,3.2058622,3.201488,8.8e-07,0.076149,1.1e-06,0.145889,8.3e-07,195.1345,-85.850901,9.49,49
995,01016,11.91,0.15,K239D,112.07219,53.13101,8.81689,6.03595,0.1274041,0.29805158,2.219602,2.219436,1.1e-05,0.133613,0.00033,0.093515,0.00043,32.673805,-35.729314,11.91,40
996,01017,11.12,0.15,K239D,212.9835,69.20384,118.81934,7.92092,0.0763418,0.23393166,2.6086154,2.6061,1.5e-06,0.109031,0.0002,0.123774,9.7e-05,49.928038,-51.154393,11.12,41
997,01018,11.12,0.15,K239D,19.10388,343.31806,359.60765,7.63393,0.2447875,0.24323601,2.5416601,2.538831,2.4e-05,0.193304,0.00072,0.126456,0.00024,53.934429,-53.919445,11.12,40
998,01019,12.64,0.15,K239D,130.90354,122.17807,144.38063,26.97573,0.0710834,0.37283711,1.9118624,1.911589,1.6e-07,0.085327,0.00024,0.419542,0.00022,10.736047,-20.95354,12.64,33
999,01020,12.28,0.15,K239D,82.90993,36.0684,180.6689,4.05989,0.0428279,0.21162898,2.7888123,2.790242,1.4e-06,0.07278,0.00088,0.067076,0.00095,63.214616,-61.229003,12.28,34
